ID,Job_Title,Salary_Estimate,Rating,Company_Name,States,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
276,Machine Learning Research Scientist,$81K-$159K ,2.6,Software Engineering Institute,PA,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,81,159,120,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P
277,Data Scientist,$95K-$161K ,3.6,Sotheby's,NY,"New York, NY","New York, NY",1001 - 5000,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),Unknown,0,0,95,161,128,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
278,Data Scientist,$75K-$124K ,3.5,First Tech Federal Credit Union,OR,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),Unknown,0,0,75,124,99.5,69,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,data scientist,na,na
279,Data Scientist,$72K-$120K ,3.6,Amrock,MI,"Detroit, MI","Detroit, MI",1001 - 5000,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),Unknown,0,0,72,120,96,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
280,Data Scientist,$76K-$126K ,2.3,Vanda Pharmaceuticals,DC,"Washington, DC","Washington, DC",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,0,0,76,126,101,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
281,Senior Data Scientist,$114K-$182K ,3.9,Zest AI,CA,"Burbank, CA","Burbank, CA",51 - 200,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),Unknown,0,0,114,182,148,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
282,"Data Scientist, Senior",$108K-$176K ,4,Novetta,VA,"Fort Belvoir, VA","Mc Lean, VA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,108,176,142,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,na
283,Senior Data Scientist,$130K-$208K ,4.1,CK-12 Foundation,CA,"Palo Alto, CA","Palo Alto, CA",Jan-50,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,Unknown,0,0,130,208,169,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,data scientist,sr,M
284,"VP, Data Science",$83K-$166K ,3.2,PennyMac,AZ,"Phoenix, AZ","Westlake Village, CA",1001 - 5000,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
285,Radar Data Analyst,$42K-$76K ,4.7,DECISIVE ANALYTICS Corporation,AL,"Huntsville, AL","Arlington, VA",51 - 200,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76,59,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
286,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K ,4.2,Opinion Dynamics,CA,"San Diego, CA","Waltham, MA",51 - 200,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,0,0,37,68,52.5,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
287,Data Engineer,$52K-$99K ,4.6,Applied Information Sciences,TX,"Houston, TX","Reston, VA",501 - 1000,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,0,0,52,99,75.5,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,na
288,Senior Data Scientist,$105K-$173K ,3.7,Swiss Re,NY,"Armonk, NY","Zurich, Switzerland",10000+,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,105,173,139,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
289,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K ,3.7,Takeda Pharmaceuticals,MA,"Cambridge, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71,134,102.5,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,data engineer,na,na
290,Staff Scientist,$39K-$82K ,4.4,WK Dickson,SC,"Columbia, SC","Charlotte, NC",201 - 500,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",0,0,39,82,60.5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
291,PL Actuarial-Lead Data Scientist,$114K-$179K ,3.7,The Hanover Insurance Group,MA,"Worcester, MA","Worcester, MA",5001 - 10000,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Unknown,0,0,114,179,146.5,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
292,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K ,3.9,Genentech,CA,"South San Francisco, CA","South San Francisco, CA",10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,88,162,125,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
293,Sr. Data Analyst,$60K-$102K ,3.6,MassMutual,MA,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,60,102,81,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
294,Senior Data & Machine Learning Scientist,$100K-$166K ,3,Tempus Labs,IL,"Chicago, IL","Chicago, IL",501 - 1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,0,0,100,166,133,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P
295,Program/Data Analyst,$55K-$99K ,3.4,General Dynamics Information Technology,DC,"Washington, DC","Fairfax, VA",10000+,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,99,77,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,M
296,Data Engineer,$67K-$117K ,4.1,ManTech,VA,"Herndon, VA","Herndon, VA",5001 - 10000,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Unknown,0,0,67,117,92,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K ,3.8,Novartis,MA,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,92,150,121,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
298,"Principal Data Engineer, Data Platform & Insights",$116K-$209K ,4,Autodesk,CA,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Unknown,0,0,116,209,162.5,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K ,3.9,Southwest Research Institute,TX,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,38,82,60,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
300,Data Operations Lead,$85K-$90K,-1,Mus,CA,"San Francisco, CA","San Francisco, CA",201 - 500,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,Unknown,0,1,85,90,87.5,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,sr,M
301,Big Data Engineer,$62K-$119K ,4.4,SpringML,IN,"Indianapolis, IN","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,62,119,90.5,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
302,Data Scientist / Machine Learning Expert,$86K-$143K ,3.8,Novartis,MA,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,86,143,114.5,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,na,na
303,Data Scientist,$93K-$149K ,3.8,Juniper Networks,CA,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Unknown,0,0,93,149,121,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,data scientist,na,M
304,Senior Data Scientist,$84K-$136K ,2.2,The Integer Group,TX,"Dallas, TX","Denver, CO",501 - 1000,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",0,0,84,136,110,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,M
305,PV Scientist,$60K-$123K ,2.9,Karyopharm Therapeutics Inc.,MA,"Newton, MA","Newton, MA",201 - 500,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,0,0,60,123,91.5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
306,Clinical Data Analyst,$52K-$89K ,4.1,ManTech,VA,"Portsmouth, VA","Herndon, VA",5001 - 10000,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Unknown,0,0,52,89,70.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
307,Data Engineer,$48K-$93K ,3.7,P2 Energy Solutions,LA,"Lafayette, LA","Denver, CO",501 - 1000,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,48,93,70.5,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
308,Computational Chemist/Data Scientist,$56K-$97K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
309,Data Engineer,$65K-$119K ,3.6,MassMutual,MA,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,65,119,92,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
310,Principal Data Scientist (Computational Chemistry),$108K-$173K ,4.7,Recursion Pharmaceuticals,UT,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Unknown,0,0,108,173,140.5,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na
311,Product Engineer – Data Science,$63K-$101K ,3.5,Esri,VA,"Arlington, VA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
312,"Principal Scientist, Chemistry & Immunology",$54K-$115K ,3.3,Rochester Regional Health,NY,"Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54,115,84.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
313,"Scientist/Senior Scientist, Autoimmune",$90K-$179K ,4.4,Rubius Therapeutics,MA,"Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,0,0,90,179,134.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
314,Data Scientist,$127K-$202K ,3.3,Samba TV,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,127,202,164.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
315,Market Data Analyst,$31K-$57K ,3.4,SV Microwave,FL,"West Palm Beach, FL","West Palm Beach, FL",201 - 500,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),Unknown,0,0,31,57,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
316,Software Engineer - Data Visualization,$60K-$127K ,4,ClearEdge,MD,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Unknown,0,0,60,127,93.5,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
317,Data Engineer,$75K-$143K ,4.4,SpringML,VA,"Herndon, VA","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,75,143,109,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
318,Staff Data Engineer,$105K-$194K ,3.8,Sumo Logic,TX,"Austin, TX","Redwood City, CA",501 - 1000,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
319,Associate Data Engineer,$45K-$86K ,3.5,EAB,DC,"Washington, DC","Washington, DC",1001 - 5000,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Unknown,0,0,45,86,65.5,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
320,Senior Data Scientist,$95K-$154K ,3.5,Brighthouse Financial,NC,"Charlotte, NC","Charlotte, NC",1001 - 5000,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,Unknown,0,0,95,154,124.5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
321,Staff BI and Data Engineer,$80K-$148K ,2.9,Affinity Solutions,CA,"San Jose, CA","New York, NY",51 - 200,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,M
322,Marketing Data Analyst,$36K-$62K ,3.9,Citadel Federal Credit Union,PA,"Exton, PA","Exton, PA",501 - 1000,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62,49,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
323,"Principal Scientist, Hematology",$54K-$115K ,3.3,Rochester Regional Health,NY,"Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54,115,84.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
324,Data Analyst,$50K-$92K ,3.7,CALIBRE Systems,VA,"Alexandria, VA","Alexandria, VA",501 - 1000,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,50,92,71,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
325,"Director - Data, Privacy and AI Governance",$67K-$135K ,3.6,MassMutual,MA,"Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,67,135,101,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,director,na,na
326,Data Scientist,$82K-$132K ,3.5,Esri,CA,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82,132,107,52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
327,Data Scientist,$85K-$140K ,4.7,New England Biolabs,MA,"Ipswich, MA","Ipswich, MA",201 - 500,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
328,Staff Machine Learning Engineer,$138K-$224K ,3.9,Tapjoy,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,181,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na
329,Information Security Data Analyst,$42K-$80K ,3.7,Motorola Solutions,IL,"Chicago, IL","Chicago, IL",10000+,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,42,80,61,93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,analyst,na,M
330,Lead Data Engineer,$190K-$220K,4.1,Credit Sesame,CA,"Mountain View, CA","Mountain View, CA",51 - 200,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220,205,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
331,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K ,3.1,Reynolds American,KY,"Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Unknown,0,0,68,139,103.5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
332,Data Analytics Project Manager,$34K-$92K ,3.6,MassMutual,MA,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,34,92,63,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,M
333,Consultant - Analytics Consulting,$54K-$71K ,3,Infosys,CT,"Hartford, CT","Bengaluru, India",10000+,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71,62.5,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,na,na
334,Data Engineer,$65K-$124K ,3.5,Alignment Healthcare,CA,"Orange, CA","Orange, CA",501 - 1000,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,65,124,94.5,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
335,Marketing Data Analyst,$35K-$62K ,3.6,San Manuel Casino,CA,"Highland, CA","Highland, CA",1001 - 5000,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Unknown,0,0,35,62,48.5,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
336,Senior Scientist (Neuroscience),$109K-$200K ,3.5,Sunovion,MA,"Marlborough, MA","Marlborough, MA",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200,154.5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
337,Medical Laboratory Scientist,$18-$25 Per Hour,4,Texas Health Huguley Hospital,TX,"Burleson, TX","Arlington, TX",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Unknown,1,0,37,52,44.5,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
338,Machine Learning Engineer - Regulatory,$61K-$113K ,3.7,Cboe Global Markets,KS,"Lenexa, KS","Chicago, IL",501 - 1000,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),Unknown,0,0,61,113,87,48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,machine learning engineer,na,na
339,R&D Specialist/ Food Scientist,$39K-$66K ,2.4,Teasdale Latin Foods,IL,"Hoopeston, IL","Flower Mound, TX",501 - 1000,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,0,0,39,66,52.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
340,Data Engineer,$43K-$86K ,3.2,Guidepoint,NY,"New York, NY","New York, NY",501 - 1000,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,43,86,64.5,18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
341,"Scientist, Bacteriology",$74K-$149K ,2.1,Cerus Corporation,CA,"Concord, CA","Concord, CA",201 - 500,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,74,149,111.5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
342,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K ,3.7,Takeda Pharmaceuticals,MA,"Cambridge, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196,154.5,240,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,M
343,Senior Research Scientist-Machine Learning,$81K-$167K ,2.6,Software Engineering Institute,PA,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,81,167,124,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
344,Senior Data Scientist,$97K-$160K ,4.4,Maven Wave Partners,IL,"Chicago, IL","Chicago, IL",201 - 500,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,97,160,128.5,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,na
345,Clinical Laboratory Scientist,$24-$39 Per Hour,3.7,Vail Health,CO,"Vail, CO","Vail, CO",501 - 1000,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Unknown,1,0,49,81,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
346,Analytics Manager - Data Mart,$42K-$86K ,3.5,Central California Alliance for Health,CA,"Scotts Valley, CA","Scotts Valley, CA",501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,42,86,64,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
347,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K ,3,Pilot Flying J Travel Centers LLC,TN,"Knoxville, TN","Knoxville, TN",10000+,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
348,Data Scientist - Algorithms & Inference,$110K-$175K ,4.2,Nuna,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,110,175,142.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
349,Senior Data Scientist - R&D Oncology,$102K-$172K ,3.9,AstraZeneca,NY,"New York, NY","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,102,172,137,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
